Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","1.8796","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","1.2462","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","1.2544","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","1.1854","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","2.1136","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","2.7666","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","2.4828","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","2.4484","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","2.7435","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","3.3552","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","3.7986","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","2.9621","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","3.0809","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","3.3247","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","4.4875","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","4.4468","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0122","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","40.9262","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0122","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","44.0019","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0122","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","34.5247","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0129","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","38.2949","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0127","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","34.6825","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0128","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","40.725","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0126","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","31.2758","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0193","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","55.1518","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.025","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","76.541","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0257","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","82.7274","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.025","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","80.1995","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.021","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","87.836","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0182","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","90.6357","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0032","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","42.5889","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0035","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","54.3785","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0037","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","44.439","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.004","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","68.1479","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0041","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","76.3359","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.0041","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","74.3421","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.0037","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","103.4747","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0038","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","103.4747","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0592","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","7942.8048","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0616","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","8068.687","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0605","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","8007.1584","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0582","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","7737.4149","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.057","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","7476.6775","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0573","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","7299.4711","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0588","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","7270.9903","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0619","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","7454.122","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0578","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","6960.0105","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0512","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","5948.0663","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.0538","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","6246.8132","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.0537","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","6412.1423","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0523","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","6439.4859","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0512","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","6319.349","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0538","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","6681.3104","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0546","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","6845.8653","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","0.0571","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2016","2016","3050","FAO TIER 1","kilotonnes","7083.8064","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","0.0595","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2017","2017","3050","FAO TIER 1","kilotonnes","7249.7385","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","0.057","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kilotonnes","7107.4573","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","0.057","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kilotonnes","7107.4573","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7230","Emissions (N2O)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","0.0529","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kilotonnes","6392.2415","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","80.8183","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","86.7085","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","49.1311","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","52.1711","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","64.9567","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","43.524","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","43.3187","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0002","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","51.3218","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","30.9265","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","33.3915","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.0001","E","Estimated value",""
"GT","Emissions Totals","530","Netherlands Antilles (former)","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","25.2816","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","0.0133","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2000","2000","3050","FAO TIER 1","kilotonnes","933.0465","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","0.014","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2001","2001","3050","FAO TIER 1","kilotonnes","1052.698","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","0.0147","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2002","2002","3050","FAO TIER 1","kilotonnes","1027.5009","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","0.0143","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2003","2003","3050","FAO TIER 1","kilotonnes","1062.9651","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","0.0149","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2004","2004","3050","FAO TIER 1","kilotonnes","1064.2647","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","0.0159","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2005","2005","3050","FAO TIER 1","kilotonnes","1171.1179","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","0.0152","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2006","2006","3050","FAO TIER 1","kilotonnes","1049.0184","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","0.0152","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2007","2007","3050","FAO TIER 1","kilotonnes","1077.7388","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","0.0155","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2008","2008","3050","FAO TIER 1","kilotonnes","1008.9558","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","0.0405","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2009","2009","3050","FAO TIER 1","kilotonnes","2625.7672","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","0.0476","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2010","2010","3050","FAO TIER 1","kilotonnes","3271.5272","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","0.0456","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2011","2011","3050","FAO TIER 1","kilotonnes","3126.0192","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","0.0448","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2012","2012","3050","FAO TIER 1","kilotonnes","3011.3364","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","0.0438","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2013","2013","3050","FAO TIER 1","kilotonnes","3032.9593","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","0.0517","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6507","Food Processing","2014","2014","3050","FAO TIER 1","kilotonnes","3665.2995","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7230","Emissions (N2O)","6507","Food Processing","2015","2015","3050","FAO TIER 1","kilotonnes","0.0554","E","Estimated value",""
