,Domain,Area Code (M49),Area,Element,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
3938,Emissions Totals,400,Jordan,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
3939,Emissions Totals,400,Jordan,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,593.6113,E,Estimated value
3940,Emissions Totals,400,Jordan,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0021,E,Estimated value
3941,Emissions Totals,400,Jordan,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,505.109,E,Estimated value
3942,Emissions Totals,400,Jordan,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
3943,Emissions Totals,400,Jordan,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,415.6413,E,Estimated value
3944,Emissions Totals,400,Jordan,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
3945,Emissions Totals,400,Jordan,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,422.6753,E,Estimated value
3946,Emissions Totals,400,Jordan,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
3947,Emissions Totals,400,Jordan,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,392.6492,E,Estimated value
3948,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3949,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3950,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3951,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3952,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3953,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3954,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3955,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3956,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3957,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3958,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3959,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3960,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3961,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3962,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
3963,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,98.7753,E,Estimated value
3964,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0598,E,Estimated value
3965,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,5767.6594,E,Estimated value
3966,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0459,E,Estimated value
3967,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,3705.558,E,Estimated value
3968,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0475,E,Estimated value
3969,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3832.6395,E,Estimated value
3970,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0125,E,Estimated value
3971,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,1131.7803,E,Estimated value
3972,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.024,E,Estimated value
3973,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,2133.687,E,Estimated value
3974,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0226,E,Estimated value
3975,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,2315.4825,E,Estimated value
3976,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0214,E,Estimated value
3977,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,2217.0042,E,Estimated value
3978,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0235,E,Estimated value
3979,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,2521.932,E,Estimated value
3980,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0229,E,Estimated value
3981,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,2452.9636,E,Estimated value
3982,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.023,E,Estimated value
3983,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,2453.1477,E,Estimated value
3984,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0246,E,Estimated value
3985,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,2580.3955,E,Estimated value
3986,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0246,E,Estimated value
3987,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,2580.3955,E,Estimated value
3988,Emissions Totals,398,Kazakhstan,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0222,E,Estimated value
3989,Emissions Totals,398,Kazakhstan,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,2448.5505,E,Estimated value
3990,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3991,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3992,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3993,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3994,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3995,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3996,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3997,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3998,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
3999,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4000,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4001,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4002,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4003,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4004,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
4005,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,76.3061,E,Estimated value
4006,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0017,E,Estimated value
4007,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,100.5325,E,Estimated value
4008,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0012,E,Estimated value
4009,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,69.9216,E,Estimated value
4010,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0013,E,Estimated value
4011,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,73.7883,E,Estimated value
4012,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0012,E,Estimated value
4013,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,69.9216,E,Estimated value
4014,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0014,E,Estimated value
4015,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,79.266,E,Estimated value
4016,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0016,E,Estimated value
4017,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,95.4414,E,Estimated value
4018,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0016,E,Estimated value
4019,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,94.4103,E,Estimated value
4020,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
4021,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,107.2991,E,Estimated value
4022,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
4023,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,102.4658,E,Estimated value
4024,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.002,E,Estimated value
4025,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,115.6768,E,Estimated value
4026,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
4027,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,39.3108,E,Estimated value
4028,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
4029,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,39.3108,E,Estimated value
4030,Emissions Totals,404,Kenya,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0007,E,Estimated value
4031,Emissions Totals,404,Kenya,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,34.9429,E,Estimated value
4032,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4033,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.9256,E,Estimated value
4034,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4035,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.8622,E,Estimated value
4036,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4037,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,1.1113,E,Estimated value
4038,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4039,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,1.2731,E,Estimated value
4040,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4041,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,1.3475,E,Estimated value
4042,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4043,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,1.771,E,Estimated value
4044,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4045,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,1.8693,E,Estimated value
4046,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4047,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,1.6735,E,Estimated value
4048,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4049,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,1.7781,E,Estimated value
4050,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4051,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,2.8846,E,Estimated value
4052,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4053,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3.6909,E,Estimated value
4054,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
4055,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,3.3885,E,Estimated value
4056,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4057,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,2.8546,E,Estimated value
4058,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4059,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,2.9506,E,Estimated value
4060,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4061,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,3.8392,E,Estimated value
4062,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4063,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,4.3027,E,Estimated value
4064,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4065,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,4.4432,E,Estimated value
4066,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4067,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,4.2628,E,Estimated value
4068,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4069,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,4.6002,E,Estimated value
4070,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
4071,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,6.207,E,Estimated value
4072,Emissions Totals,296,Kiribati,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
4073,Emissions Totals,296,Kiribati,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,6.1582,E,Estimated value
4074,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4075,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4076,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4077,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4078,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4079,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4080,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4081,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4082,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4083,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4084,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4085,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4086,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4087,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4088,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4089,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4090,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4091,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4092,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4093,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4094,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4095,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4096,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4097,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4098,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4099,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4100,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4101,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4102,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4103,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4104,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4105,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4106,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4107,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4108,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0003,E,Estimated value
4109,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,31.863,E,Estimated value
4110,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
4111,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,28.6767,E,Estimated value
4112,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
4113,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,28.6767,E,Estimated value
4114,Emissions Totals,414,Kuwait,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
4115,Emissions Totals,414,Kuwait,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,26.4728,E,Estimated value
4116,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4117,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4118,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4119,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4120,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4121,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4122,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4123,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4124,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4125,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4126,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4127,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4128,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4129,Emissions Totals,417,Kyrgyzstan,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
4130,Emissions Totals,417,Kyrgyzstan,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
